"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sat May 09 09:04:19 UTC 2026","Sat May 09 09:04:19 UTC 2026","40","tests","test_main","","","","test_pokemon_type_validation",""
